"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"04755070000000","0600051","",Active,Butte,,"","429 Magnolia Street","429 Magnolia St.",Gridley,"95948-2533",CA,"429 Magnolia Street","429 Magnolia St.",Gridley,"95948-2533",CA,(530) 846-4721,"",www.gusd.org,,,,"","","54",Unified School District,"","","","","","","","","",,39.363133,-121.6911,Jordan,Reeves,jreeves@gusd.org,"","","","","","",2016-08-17,Gridley Unified
"04755070430157","0600051","07951",Active,Butte,,Gridley Unified Community Day (7-12),"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,(530) 846-4383,"",www.gusd.org,1999-02-01,,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,"7-12","8",N,0,39.365204,-121.69331,Cindy,Kershaw,ckershaw@gusd.org,"","","","","","",2015-06-18,Gridley Unified
"04755070433946","0600051","02015",Active,Butte,,Esperanza High (Continuation),"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,(530) 846-4383,"",www.gusd.org,1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","9-12",N,0,39.3652,-121.69326,Cindy,Kershaw,ckershaw@gusd.org,"","","","","","",2016-07-01,Gridley Unified
"04755070433953","0600051","02016",Active,Butte,,Gridley High,"300 East Spruce Street","300 East Spruce St.",Gridley,"95948-2235",CA,"300 East Spruce Street","300 East Spruce St.",Gridley,"95948-2235",CA,(530) 846-4791,"221",www.gusd.org,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,39.367009,-121.6843,Joey,Adame,jadame@gusd.org,Sara,Plummer,splummer@gusd.org,"","","",2015-12-17,Gridley Unified
"04755076003156","0600051","02012",Active,Butte,,McKinley Elementary,"1045 Sycamore Street","1045 Sycamore St.",Gridley,"95948-3040",CA,"1045 Sycamore Street","1045 Sycamore St.",Gridley,"95948-3040",CA,(530) 846-5686,"",www.gusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-2,N,0,39.363198,-121.69803,Chris,McIntire,mcintire@gusd.org,"","","","","","",2016-07-01,Gridley Unified
"04755076003164","0600051","02013",Active,Butte,,Sycamore Middle,"1125 Sycamore Street","1125 Sycamore St.",Gridley,"95948-2949",CA,"1125 Sycamore Street","1125 Sycamore St.",Gridley,"95948-2949",CA,(530) 846-3636,"",www.gusd.org,1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,39.363082,-121.69863,Clint,Johnson,cjohnson@gusd.org,Cynthia,Soares,csoares@gusd.org,"","","",2016-07-01,Gridley Unified
"04755076003172","0600051","02014",Active,Butte,,Wilson Elementary,"409 Magnolia Street","409 Magnolia St.",Gridley,"95948-2533",CA,"409 Magnolia Street","409 Magnolia St.",Gridley,"95948-2533",CA,(530) 846-3675,"",www.gusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,"2-5","2-5",N,0,39.363168,-121.69143,Tracey,Allen,tallen@gusd.org,"","","","","","",2016-07-01,Gridley Unified
"04755076116016","0600051","07952",Closed,Butte,,Gridley Unified Community Day (1-6),"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,"581 Jackson Street","581 Jackson St.",Gridley,"95948-2538",CA,"","",www.gridley.k12.ca.us,1999-02-01,2013-07-01,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,"1-6","8","",,39.365204,-121.69331,"","","","","","","","","",2013-07-02,Gridley Unified
"05100580000000","0691003","",Active,Calaveras,,"","185 South Main Street","185 South Main St.",Angels Camp,"95221-0760",CA,PO Box 760,PO Box 760,Angels Camp,"95221-0760",CA,(209) 736-4662,"",www.ccoe.k12.ca.us,,,,"","","00",County Office of Education (COE),"","","","","","","","","",,38.078894,-120.55324,Kathy,Northington,knorthington@ccoe.k12.ca.us,"","","","","","",2013-07-02,Calaveras County Office of Education
"05100580105999","0691003","10745",Closed,Calaveras,,Camp Connell Community Day,"5507 Meko Drive","5507 Meko Dr.",Angels Camp,"95223",CA,PO Box 760,PO Box 760,Angels Camp,"95221",CA,"","","",2003-11-04,2005-01-04,0,"","","00",County Office of Education (COE),"69",District Community Day Schools,"","",HS,High School,"7-12","10-11","",,,,"","","","","","","","","",2009-01-30,Calaveras County Office of Education
"05100580134502","0691003","",Closed,Calaveras,,Structured/Special Day Class Preschool,"185 South Main Street","185 South Main St.",Angels Camp,"95221",CA,PO Box 760,PO Box 760,Angels Camp,"95221",CA,"","",www.ccoe.k12.ca.us,2016-09-01,2016-09-01,0,"","","00",County Office of Education (COE),"08",Preschool,SPEC,Special Education School,PS,Preschool,P,"",N,,38.080814,-120.55523,"","","","","","","","","",2016-09-09,Calaveras County Office of Education
"05100580530048","0691003","09215",Active,Calaveras,,Calaveras River Academy,"150 Old Oak Road","150 Old Oak Rd.",San Andreas,"95249",CA,PO Box 249,PO Box 249,San Andreas,"95249",CA,(209) 754-1996,"",www.ccoe.k12.ca.us,2001-07-31,,0,"","","00",County Office of Education (COE),"10",County Community,COMM,County Community School,HS,High School,"6-12","7-12",P,0,38.188474,-120.69093,Mike,Nagano,mnagano@ccoe.k12.ca.us,"","","","","","",2015-06-18,Calaveras County Office of Education
"05100580530105","0691003","",Closed,Calaveras,,Alternative/Opportunity,"402 Barger Court","402 Barger Ct.",Angels Camp,"95221-0760",CA,"402 Barger Court","402 Barger Ct.",Angels Camp,"95221-0760",CA,"","","",1994-09-06,1995-06-16,0,"","","00",County Office of Education (COE),"63",Alternative Schools of Choice,"","",ELEMHIGH,Elementary-High Combination,K-12,"","",,,,"","","","","","","","","",1999-06-24,Calaveras County Office of Education
"05100580530147","0691003","08685",Closed,Calaveras,,Angels Creek Community Day,"150 Old Oak Road","150 Old Oak Rd.",San Andreas,"95249",CA,PO Box 249,PO Box 249,San Andreas,"95249",CA,"","","",2000-08-16,2009-07-29,0,"","","00",County Office of Education (COE),"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"7-12","9-11","",,,,"","","","","","","","","",2009-09-29,Calaveras County Office of Education
"05100580530154","0691003","08686",Active,Calaveras,,Mountain Oaks,"150 Old Oak Road","150 Old Oak Rd.",San Andreas,"95249",CA,PO Box 1209,PO Box 1209,San Andreas,"95249",CA,(888) 686-6257,"",www.mountainoaks.org,2001-07-01,,1,"0527",Locally funded,"00",County Office of Education (COE),"65",K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0,38.188474,-120.69093,Anne,Colman,acolman@ccoe.k12.ca.us,"","","","","","",2015-06-18,Calaveras County Office of Education
"05100580530162","0691003","13661",Active,Calaveras,,Calaveras County Adult Education Consortium,"185 South Main Street","185 South Main St.",Angels Camp,"95221-0760",CA,PO Box 760,PO Box 760,Angels Camp,"95221-0760",CA,(209) 736-6046,"",www.ccoe.k12.ca.us,2002-07-01,,0,"","","00",County Office of Education (COE),"70",Adult Education Centers,TRAD,Traditional,A,Adult,Adult,"",P,,38.080814,-120.55523,Colby,Barker,cbarker@ccoe.k12.ca.us,"","","","","","",2016-08-10,Calaveras County Office of Education
"05100586003487","0691003","",Closed,Calaveras,,Mountain Ranch TMR,"","","","","","","","","","","","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Calaveras County Office of Education
"05100586077150","0691003","10746",Active,Calaveras,,Calaveras County Special Education (SELPA),"185 South Main Street","185 South Main St.",Angels Camp,"95221",CA,PO Box 760,PO Box 760,Angels Camp,"95221",CA,(209) 736-6020,"",www.ccoe.k12.ca.us,1980-07-01,,0,"","","00",County Office of Education (COE),"09",Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-Adult,"3-12",N,0,38.078894,-120.55324,Janine,Schumann,jschumann@ccoe.k12.ca.us,"","","","","","",2016-09-20,Calaveras County Office of Education
"05100589010745","0691003","11572",Active,Calaveras,,Oakendell Community,"3585 Hawver Road","3585 Hawver Rd.",San Andreas,"95249",CA,PO Box 249,PO Box 249,San Andreas,"95249",CA,(209) 754-1961,"",www.ccoe.k12.ca.us,1980-07-01,,0,"","","00",County Office of Education (COE),"10",County Community,COMM,County Community School,HS,High School,"6-12","8-12",P,0,38.231633,-120.65513,Mike,Nagano,mnagano@ccoe.k12.ca.us,"","","","","","",2016-07-01,Calaveras County Office of Education
"05320036066948","","",Closed,Calaveras,,Fricot Ranch School for Boys,"","","","","","","","","","","","","",1980-07-01,1989-06-30,0,"","","34",Non-School Locations,"11",Youth Authority Facilities,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Fricot Ranch School for Boys
"05615560000000","0605940","",Active,Calaveras,,"","323 South Main Street","323 South Main St.",Angels Camp,"95221",CA,PO Box 7000,PO Box 7000,Angels Camp,"95221",CA,(209) 736-8340,"",http://bhuhsd-ca.schoolloop.com/,,,,"","","56",High School District,"","","","","","","","","",,38.078506,-120.55249,Michael,Chimente,mchimente@bhuhsd.k12.ca.us,"","","","","","",2015-06-23,Bret Harte Union High
"05615560530014","0605940","00538",Active,Calaveras,,Vallecito Continuation High,"364 Murphys Grade Rd","364 Murphys Grade Rd",Altaville,"95221",CA,PO Box 208,PO Box 208,Angels Camp,"95221",CA,(209) 736-2507,"",http://vhs-bhuhsd-ca.schoolloop.com/,1980-07-01,,0,"","","56",High School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","10-12",N,0,38.07942,-120.55214,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,"","","","","","",2016-09-29,Bret Harte Union High
"05615560530071","0605940","10192",Closed,Calaveras,,Arnold High,"874 Henry Road 4","874 Henry Rd. 4",Arnold,"95223-0780",CA,PO Box 780,PO Box 780,Arnold,"95223-0780",CA,"","","",1991-08-26,2005-06-30,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","10-11","",,,,"","","","","","","","","",2009-01-30,Bret Harte Union High
"05615560530089","0605940","10193",Closed,Calaveras,,Copper Cove High,"19 Copper Drive","19 Copper Dr.",Copperopolis,"95228-0242",CA,PO Box 242,PO Box 242,Copperopolis,"95228-0242",CA,"","","",1991-08-26,2006-01-18,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","9-11","",,,,"","","","","","","","","",2009-01-30,Bret Harte Union High
"05615560530113","0605940","05719",Closed,Calaveras,,Jenny Lind High,"11618 School Street","11618 School St.",Jenny Lind,"95252",CA,"11618 School Street","11618 School St.",Jenny Lind,"95252",CA,"","","",1996-09-01,1996-08-02,0,"","","56",High School District,"68",Continuation High Schools,"","",HS,High School,"9-12","","",,38.096468,-120.87117,"","","","","","","","","",2013-07-02,Bret Harte Union High
"06615980000000","0609570","",Active,Colusa,,"","745 10th Street","745 10th St.",Colusa,"95932-2220",CA,"745 10th Street","745 10th St.",Colusa,"95932-2220",CA,(530) 458-7791,"",www.colusa.k12.ca.us,,,,"","","54",Unified School District,"","","","","","","","","",,39.210697,-122.01659,Dwayne,Newman,dnewman@colusa.k12.ca.us,"","","","","","",2015-10-10,Colusa Unified
"05615560530121","0605940","06991",Active,Calaveras,,John Vierra High,"364 Murphys Grade Rd","364 Murphys Grade Rd",Angels Camp,"95221",CA,PO Box 208,PO Box 208,Angels Camp,"95221",CA,(209) 736-2507,"",http://jvhs-bhuhsd-ca.schoolloop.com/,1997-08-21,,0,"","","56",High School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,"9-12","9-12",N,0,38.07942,-120.55214,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,"","","","","","",2016-09-29,Bret Harte Union High
"05615560532507","0605940","00537",Active,Calaveras,,Bret Harte Union High,"364 Murphys Grade Road","364 Murphys Grade Rd.",Angels Camp,"95221-0208",CA,PO Box 208,PO Box 208,Altaville,"95221-0208",CA,(209) 736-2507,"",http://bhhs-bhuhsd-ca.schoolloop.com/,1980-07-01,,0,"","","56",High School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,38.081079,-120.55182,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,"","","","","","",2016-09-29,Bret Harte Union High
"05615640000000","0606870","",Active,Calaveras,,"","3304 B Highway 12","3304 B Highway 12",San Andreas,"95249-0788",CA,PO Box 788,PO Box 788,San Andreas,"95249-0788",CA,(209) 754-2300,"",www.calaveras.k12.ca.us,,,,"","","54",Unified School District,"","","","","","","","","",,38.2076,-120.767,Mark,Campbell,mcampbell@calaveras.k12.ca.us,"","","","","","",2013-07-02,Calaveras Unified
"05615640530022","0606870","00627",Active,Calaveras,,Gold Strike High,"501 Gold Strike Road","501 Gold Strike Rd.",San Andreas,"95249-0788",CA,PO Box 788,PO Box 788,San Andreas,"95249-0788",CA,(209) 754-2123,"","",1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","9-12",N,0,38.212695,-120.68649,Rene,Malamed,rmalamed@calaveras.k12.ca.us,"","","","","","",2016-08-05,Calaveras Unified
"05615640530030","0606870","",Closed,Calaveras,,Calaveras Adult,PO Box 178,PO Box 178,San Andreas,"95249-0178",CA,PO Box 178,PO Box 178,San Andreas,"95249-0178",CA,"","","",1980-07-01,2008-06-09,0,"","","54",Unified School District,"70",Adult Education Centers,TRAD,Traditional,PS,Preschool,P,"","",,,,"","","","","","","","","",2009-10-02,Calaveras Unified
"05615640530055","0606870","09340",Active,Calaveras,,Calaveras Unified Alternative-Sierra Hills Education Center,"501 Gold Strike Road","501 Gold Strike Rd.",San Andreas,"95249-0178",CA,PO Box 178,PO Box 178,San Andreas,"95249-0178",CA,(209) 754-2123,"","",1980-07-01,,0,"","","54",Unified School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0,38.212695,-120.68649,Rene,Malamed,rmalamed@calaveras.k12.ca.us,"","","","","","",2016-08-05,Calaveras Unified
"05615640530063","0606870","09521",Closed,Calaveras,,West Point Alternative,"54 Bald Mountain Road","54 Bald Mountain Rd.",Rail Road Flat,"95248",CA,PO Box 96,PO Box 96,West Point,"95255-0096",CA,"","","",1980-07-01,2010-07-26,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","9-12","",,38.398752,-120.52647,"","","","","","","","","",2014-09-19,Calaveras Unified
"05615640530113","0606870","05719",Closed,Calaveras,,Jenny Lind High,"11618 School St","11618 School St",Valley Springs,"95252",CA,PO Box 178,PO Box 178,San Andreas,"95249",CA,"","","",1996-09-01,2013-06-30,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","9-12","",,38.096882,-120.87152,"","","","","","","","","",2014-09-19,Calaveras Unified
"05615640530139","0606870","07953",Closed,Calaveras,,Calaveras Educational Transitions,"3304 B Highway 12","3304 B Highway 12",San Andreas,"95249",CA,PO Box 788,PO Box 788,San Andreas,"95249",CA,"","","",1998-07-29,2016-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,"4-8","6-8",N,0,38.20663,-120.7326,"","","","","","","","","",2016-07-06,Calaveras Unified
"05615640531509","0606870","00625",Active,Calaveras,,Calaveras High,"350 High School Street","350 High School St.",San Andreas,"95249-0607",CA,PO Box 607,PO Box 607,San Andreas,"95249-0607",CA,(209) 754-1811,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,38.200477,-120.68382,Michael,Merrill,mmerrill@calaveras.k12.ca.us,"","","","","","",2015-06-18,Calaveras Unified
"05615640531517","0606870","",Closed,Calaveras,,Calaveras Continuation High,PO Box 607,PO Box 607,San Andrea,"95209",CA,PO Box 607,PO Box 607,San Andrea,"95209",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"68",Continuation High Schools,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Calaveras Unified
"05615646003388","0606870","09578",Merged,Calaveras,,Copperopolis Elementary,"217 School Street","217 School St.",Copperopolis,"95228",CA,"217 School Street","217 School St.",Copperopolis,"95228",CA,"","","",1980-07-01,1989-12-02,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-8,"","",0,37.98153,-120.64163,"","","","","","","","","",2015-06-18,Calaveras Unified
"05615646003404","0606870","00628",Active,Calaveras,,Mokelumne Hill Elementary,"8350 Highway 26","8350 Highway 26",Mokelumne Hill,"95245-9692",CA,"8350 Highway 26","8350 Highway 26",Mokelumne Hill,"95245-9692",CA,(209) 754-2140,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-7,N,0,38.297389,-120.70617,Michelle,Besmer,mbesmer@calaveras.k12.ca.us,"","","","","","",2015-06-18,Calaveras Unified
"05615646003420","0606870","00629",Active,Calaveras,,Rail Road Flat Elementary,"298 Rail Road Flat Road","298 Rail Road Flat Rd.",Rail Road Flat,"95248-0217",CA,PO Box 217,PO Box 217,Rail Road Flat,"95248-0217",CA,(209) 754-2275,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.337362,-120.5163,Mark,Campbell,mcampbell@calaveras.k12.ca.us,"","","","","","",2016-08-03,Calaveras Unified
"05615646003438","0606870","00630",Active,Calaveras,,San Andreas Elementary,"255 Lewis Avenue","255 Lewis Ave.",San Andreas,"95249-0067",CA,PO Box 67,PO Box 67,San Andreas,"95249",CA,(209) 754-2365,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.195868,-120.67293,Tierra,Crothers,tcrothers@calaveras.k12.ca.us,"","","","","","",2015-06-18,Calaveras Unified
"05615646003446","0606870","00631",Active,Calaveras,,Valley Springs Elementary,"240 Pine Street","240 Pine St.",Valley Springs,"95252-0187",CA,"240 Pine Street","240 Pine St.",Valley Springs,"95252-0187",CA,(209) 754-2141,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.190398,-120.83182,Angela,Koch,akoch@calaveras.k12.ca.us,"","","","","","",2016-08-03,Calaveras Unified
"05615646003453","0606870","00632",Active,Calaveras,,West Point Elementary,"54 Bald Mountain Road","54 Bald Mountain Rd.",West Point,"95255-0096",CA,PO Box 96,PO Box 96,West Point,"95255-0096",CA,(209) 754-2255,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.398949,-120.5258,Katherine,Hood,khood@calaveras.k12.ca.us,"","","","","","",2016-08-03,Calaveras Unified
"05615646105431","0606870","08803",Active,Calaveras,,Toyon Middle,"3412 Double Spring Road","3412 Double Spring Rd.",Valley Springs,"95252-9275",CA,PO Box 1510,PO Box 1510,Valley Springs,"95252-1510",CA,(209) 754-2137,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"7-8","7-8",N,0,38.21449,-120.76082,Amy,Hasselwander,ahasselwander@calaveras.k12.ca.us,"","","","","","",2015-06-18,Calaveras Unified
